Year_Range,Province,Division,District,Fertilizer_Usage_K_Tons,Area_Sown_Wheat,Area_Sown_Rice,Area_Sown_Cotton,Area_Sown_Sugarcane,Production_Wheat_Tons,Production_Rice_Tons,Production_Cotton_Tons,Production_Sugarcane_Tons,Yield_Wheat_Acre,Yield_Rice_Acre,Yield_Cotton_Acre,Yield_Sugarcane_Acre,Year,Mean_NDVI,District,Total_Rainfall_mm,Avg_Temp_C
2007-08,Punjab,Gujranwala Divn.     ,Gujranwala,118,229,247.0,0.0,3.0,692,487,0.0,109,3.021834061,1.971659919,0.0,36.33333333,2007,0.4697357763262969,Gujranwala,743.67,25.14
2007-08,Punjab,Gujranwala Divn.     ,Gujrat,48,144,44.0,0.0,3.0,234,82,0.0,124,1.625,1.863636364,0.0,41.33333333,2007,0.3605699863497723,Gujrat,886.88,24.79
2007-08,Punjab,Gujranwala Divn.     ,Hafizabad,38,148,123.0,0.0,7.0,425,223,0.0,282,2.871621622,1.81300813,0.0,40.28571429,2007,0.4586814665284868,Hafizabad,716.51,25.31
2007-08,Punjab,Gujranwala Divn.     ,Mandi BahaudDin,40,122,79.0,2.0,39.0,314,160,3.0,1622,2.573770492,2.025316456,1.5,41.58974359,2007,0.4569837653899697,Mandi Bahauddin,886.88,24.79
2007-08,Punjab,Gujranwala Divn.     ,Narowal,48,157,88.0,0.0,2.0,319,155,0.0,77,2.031847134,1.761363636,0.0,38.5,2007,0.4328306052785136,Narowal,780.75,25.15
2007-08,Punjab,Gujranwala Divn.     ,Sialkot,52,203,180.0,0.0,2.0,509,351,0.0,61,2.507389163,1.95,0.0,30.5,2007,0.4606658534771102,Sialkot,909.31,24.95
2007-08,Punjab,Lahore Divn.                                        ,Lahore,46,58,34.0,0.0,0.4,142,63,0.0,18,2.448275862,1.852941176,0.0,45.0,2007,0.38543138753283,Lahore,554.63,25.85
2007-08,Punjab,Lahore Divn.                                        ,Kasur,84,180,71.0,11.0,52.0,486,144,21.0,2359,2.7,2.028169014,1.909090909,45.36538462,2007,0.4533621713307343,Kasur,439.97,26.42
2007-08,Punjab,Lahore Divn.                                        ,Sheikhupura,99,174,178.0,0.0,2.0,428,300,0.0,92,2.459770115,1.685393258,0.0,46.0,2007,0.4507337560119783,Sheikhupura,554.63,25.85
2007-08,Punjab,Multan Divn.                                      ,Multan,174,186,12.0,189.0,2.0,434,23,760.0,106,2.333333333,1.916666667,4.021164021,53.0,2007,0.4069962647788077,Multan,218.29,27.78
2007-08,Punjab,Multan Divn.                                      ,Khanewal,104,212,23.0,191.0,19.0,567,40,737.0,912,2.674528302,1.739130435,3.858638743,48.0,2007,0.4268343709517163,Khanewal,271.53,27.41
2007-08,Punjab,Multan Divn.                                      ,Lodhran,99,158,1.0,209.0,2.0,407,2,865.0,97,2.575949367,2.0,4.138755981,48.5,2007,0.4139450457938913,Lodhran,204.84,27.89
2007-08,Punjab,Multan Divn.                                      ,Vehari,129,235,21.0,234.0,26.0,651,39,672.0,1463,2.770212766,1.857142857,2.871794872,56.26923077,2007,0.4411738272303226,Vehari,234.53,27.63
2007-08,Punjab,Rawalpindi Divn.                               ,Rawalpindi,14,109,0.0,0.0,0.0,175,0,0.0,0,1.605504587,0.0,0.0,0.0,2007,0.3495125581989905,Rawalpindi,1127.96,22.37
2007-08,Punjab,Rawalpindi Divn.                               ,Attock,7,157,0.0,0.0,0.2,200,0,0.0,0,1.27388535,0.0,0.0,0.0,2007,0.2945695783247665,Attock,1066.34,22.5
2007-08,Punjab,Rawalpindi Divn.                               ,Chakwal,4,122,0.0,0.2,0.0,137,0,0.5,0,1.12295082,0.0,2.5,0.0,2007,0.3015893327704356,Chakwal,942.41,23.2
2007-08,Punjab,Rawalpindi Divn.                               ,Jhelum,3,52,1.0,0.2,0.2,85,1,0.5,8,1.634615385,1.0,2.5,40.0,2007,0.2948557412869813,Jhelum,1038.91,22.77
2007-08,Punjab,Sahiwal Divn.                                   ,Sahiwal,86,140,27.0,82.0,12.0,375,49,230.0,487,2.678571429,1.814814815,2.804878049,40.58333333,2007,0.4486499428654095,Sahiwal,311.87,27.27
2007-08,Punjab,Sahiwal Divn.                                   ,Okara,121,193,108.0,27.0,26.0,613,254,79.0,1056,3.176165803,2.351851852,2.925925926,40.61538462,2007,0.4564667160630908,Okara,338.67,27.05
2007-08,Punjab,Sahiwal Divn.                                   ,Pakpattan,89,133,48.0,57.0,12.0,413,105,215.0,594,3.105263158,2.1875,3.771929825,49.5,2007,0.4478845684013645,Pakpattan,311.87,27.27
2007-08,Punjab,Sargodha Divn.                                     ,Sargodha,61,206,38.0,7.0,70.0,469,74,11.0,3249,2.276699029,1.947368421,1.571428571,46.41428571,2007,0.4498865647990442,Sargodha,701.03,25.87
2007-08,Punjab,Sargodha Divn.                                     ,Bhakkar,29,158,0.0,5.0,19.0,340,1,11.0,713,2.151898734,0.0,2.2,37.52631579,2007,0.2487230620629085,Bhakkar,434.5,26.41
2007-08,Punjab,Sargodha Divn.                                     ,Khushab,9,85,18.0,0.2,8.0,136,36,0.5,373,1.6,2.0,2.5,46.625,2007,0.277084056790907,Khushab,604.18,25.97
2007-08,Punjab,Sargodha Divn.                                     ,Mianwali,23,166,4.0,9.0,4.0,304,7,33.0,143,1.831325301,1.75,3.666666667,35.75,2007,0.3048038866439354,Mianwali,608.77,25.1
2008-09,Punjab,Bahawalpur Divn.                      ,Bahawalpur,126,295,6.0,279.0,12.0,885,11,1221.0,606,3.0,1.833333333,4.376344086,50.5,2008,0.1897925735839083,Bahawalpur,189.68,27.94
2008-09,Punjab,Bahawalpur Divn.                      ,Bahawalnagar,109,346,70.0,211.0,16.0,990,126,920.0,739,2.861271676,1.8,4.360189573,46.1875,2008,0.3336460883161748,Bahawalnagar,234.6,27.46
2008-09,Punjab,Bahawalpur Divn.                      ,Rahim Yar Khan,154,321,24.0,254.0,89.0,870,47,1184.0,5346,2.710280374,1.958333333,4.661417323,60.06741573,2008,0.2943723562071915,Rahim Yar Khan,244.09,28.1
2008-09,Punjab,D.G.Khan Divn.     ,Layyah,60,199,5.0,38.0,13.0,504,10,131.0,649,2.532663317,2.0,3.447368421,49.92307692,2008,0.3368229405938412,Layyah,291.3,27.07
2008-09,Punjab,D.G.Khan Divn.     ,Muzaffargarh,96,316,24.0,182.0,35.0,855,49,505.0,1721,2.705696203,2.041666667,2.774725275,49.17142857,2008,0.3740799690119342,Muzaffargarh,170.23,27.81
2008-09,Punjab,D.G.Khan Divn.     ,Rajanpur,81,159,9.0,127.0,13.0,406,17,436.0,714,2.553459119,1.888888889,3.433070866,54.92307692,2008,0.2227809303525514,Rajanpur,200.33,27.31
2008-09,Punjab,Faisalabad Divn.            ,Faisalabad,117,290,39.0,39.0,105.0,846,62,145.0,5124,2.917241379,1.58974359,3.717948718,48.8,2008,0.4507192876831447,Faisalabad,376.8,26.71
2008-09,Punjab,Faisalabad Divn.            ,Jhang,61,401,103.0,55.0,88.0,1123,182,206.0,4150,2.800498753,1.766990291,3.745454545,47.15909091,2008,0.4114421404076925,Jhang,306.59,27.01
2008-09,Punjab,Gujranwala Divn.     ,Gujranwala,120,236,249.0,0.0,2.0,755,495,0.0,92,3.199152542,1.987951807,0.0,46.0,2008,0.518674155009487,Gujranwala,896.56,24.84
2008-09,Punjab,Gujranwala Divn.     ,Gujrat,50,158,59.0,0.0,2.0,294,109,0.0,95,1.860759494,1.847457627,0.0,47.5,2008,0.4172827415847782,Gujrat,816.31,24.93
2008-09,Punjab,Gujranwala Divn.     ,Hafizabad,40,161,130.0,0.0,6.0,465,246,0.0,231,2.888198758,1.892307692,0.0,38.5,2008,0.4944438942267847,Hafizabad,696.64,25.3
2008-09,Punjab,Gujranwala Divn.     ,Mandi BahaudDin,42,132,96.0,2.0,30.0,357,163,3.0,1232,2.704545455,1.697916667,1.5,41.06666667,2008,0.4980227403186216,Mandi Bahauddin,816.31,24.93
2008-09,Punjab,Gujranwala Divn.     ,Narowal,50,159,103.0,0.0,2.0,311,143,0.0,62,1.955974843,1.388349515,0.0,31.0,2008,0.4663901069360793,Narowal,1073.99,24.68
2008-09,Punjab,Gujranwala Divn.     ,Sialkot,54,211,191.0,0.0,2.0,544,341,0.0,48,2.578199052,1.785340314,0.0,24.0,2008,0.5158363938499045,Sialkot,956.26,24.82
2008-09,Punjab,Lahore Divn.                                        ,Lahore,48,62,44.0,0.0,0.4,156,83,0.0,18,2.516129032,1.886363636,0.0,45.0,2008,0.4072210799516788,Lahore,774.78,25.28
2008-09,Punjab,Lahore Divn.                                        ,Kasur,86,194,90.0,13.0,39.0,577,180,33.0,1720,2.974226804,2.0,2.538461538,44.1025641,2008,0.47130870596018,Kasur,647.73,25.68
2008-09,Punjab,Lahore Divn.                                        ,Nankana Sahib,10,166,115.0,0.2,19.0,494,211,0.5,863,2.975903614,1.834782609,2.5,45.42105263,2008,0.4663262806765232,Nankana Sahib,565.32,25.81
2008-09,Punjab,Lahore Divn.                                        ,Sheikhupura,90,186,185.0,0.0,1.7,496,310,0.0,73,2.666666667,1.675675676,0.0,42.94117647,2008,0.4846435171532344,Sheikhupura,774.78,25.28
2008-09,Punjab,Multan Divn.                                      ,Multan,176,200,17.0,169.0,3.0,589,27,671.0,121,2.945,1.588235294,3.970414201,40.33333333,2008,0.4576222009713602,Multan,170.23,27.81
2008-09,Punjab,Multan Divn.                                      ,Khanewal,106,229,30.0,167.0,9.0,714,58,754.0,423,3.11790393,1.933333333,4.51497006,47.0,2008,0.464243501933367,Khanewal,210.42,27.51
2008-09,Punjab,Multan Divn.                                      ,Lodhran,102,187,5.0,197.0,2.0,600,8,636.0,93,3.20855615,1.6,3.228426396,46.5,2008,0.4820769812902806,Lodhran,167.84,27.85
2008-09,Punjab,Multan Divn.                                      ,Vehari,131,261,29.0,182.0,14.0,753,53,691.0,748,2.885057471,1.827586207,3.796703297,53.42857143,2008,0.4724900263821733,Vehari,191.35,27.62
2008-09,Punjab,Rawalpindi Divn.                               ,Rawalpindi,15,115,0.0,0.0,0.0,208,0,0.0,0,1.808695652,0.0,0.0,0.0,2008,0.3883869983288608,Rawalpindi,1038.81,22.52
2008-09,Punjab,Rawalpindi Divn.                               ,Attock,8,161,0.0,0.0,0.2,275,0,0.0,8,1.708074534,0.0,0.0,40.0,2008,0.3152454800717911,Attock,941.71,22.83
2008-09,Punjab,Rawalpindi Divn.                               ,Chakwal,5,129,0.0,0.2,0.0,169,0,0.5,0,1.310077519,0.0,2.5,0.0,2008,0.2920821347929611,Chakwal,780.75,23.55
2008-09,Punjab,Rawalpindi Divn.                               ,Jhelum,4,49,2.0,0.2,0.2,99,3,0.5,9,2.020408163,1.5,2.5,45.0,2008,0.3062088080833617,Jhelum,876.96,23.15
2008-09,Punjab,Sahiwal Divn.                                   ,Sahiwal,87,149,30.0,71.0,11.0,460,52,310.0,433,3.087248322,1.733333333,4.366197183,39.36363636,2008,0.4684702283646412,Sahiwal,290.8,27.12
2008-09,Punjab,Sahiwal Divn.                                   ,Okara,122,219,120.0,25.0,19.0,747,273,85.0,887,3.410958904,2.275,3.4,46.68421053,2008,0.4830113641455515,Okara,384.29,26.62
2008-09,Punjab,Sahiwal Divn.                                   ,Pakpattan,90,151,54.0,46.0,5.0,516,113,212.0,233,3.417218543,2.092592593,4.608695652,46.6,2008,0.4731803433578772,Pakpattan,290.8,27.12
2008-09,Punjab,Sargodha Divn.                                     ,Sargodha,62,223,51.0,7.0,62.0,596,83,15.0,2817,2.67264574,1.62745098,2.142857143,45.43548387,2008,0.4727682604364651,Sargodha,551.37,26.15
2008-09,Punjab,Sargodha Divn.                                     ,Bhakkar,30,169,1.0,8.0,14.0,384,2,27.0,555,2.272189349,2.0,3.375,39.64285714,2008,0.2697951757270615,Bhakkar,392.89,26.54
2008-09,Punjab,Sargodha Divn.                                     ,Khushab,10,83,21.0,0.2,7.0,149,37,1.0,294,1.795180723,1.761904762,5.0,42.0,2008,0.303416915253584,Khushab,511.48,26.17
2008-09,Punjab,Sargodha Divn.                                     ,Mianwali,24,176,5.0,13.0,3.0,333,9,57.0,108,1.892045455,1.8,4.384615385,36.0,2008,0.3049016958005938,Mianwali,533.85,25.16
2009-10,Punjab,Bahawalpur Divn.                      ,Bahawalpur,139,305,7.0,282.0,11.0,861,10,969.0,592,2.82295082,1.428571429,3.436170213,53.81818182,2009,0.1698217272204127,Bahawalpur,145.6,28.11
2009-10,Punjab,Bahawalpur Divn.                      ,Bahawalnagar,120,354,67.0,232.0,14.0,1059,140,898.0,704,2.991525424,2.089552239,3.870689655,50.28571429,2009,0.3250920582908527,Bahawalnagar,216.75,27.7
2009-10,Punjab,Bahawalpur Divn.                      ,Rahim Yar Khan,218,332,26.0,276.0,81.0,912,44,1143.0,5315,2.746987952,1.692307692,4.141304348,65.61728395,2009,0.2661054281868872,Rahim Yar Khan,138.83,28.46
2009-10,Punjab,D.G.Khan Divn.     ,Layyah,64,202,10.0,49.0,12.0,515,17,127.0,623,2.54950495,1.7,2.591836735,51.91666667,2009,0.3262583441962501,Layyah,188.42,27.2
2009-10,Punjab,D.G.Khan Divn.     ,Muzaffargarh,95,316,27.0,176.0,32.0,859,47,488.0,1671,2.71835443,1.740740741,2.772727273,52.21875,2009,0.3566165014600178,Muzaffargarh,119.59,27.94
2009-10,Punjab,D.G.Khan Divn.     ,Rajanpur,80,168,13.0,142.0,13.0,452,26,627.0,974,2.69047619,2.0,4.415492958,74.92307692,2009,0.2011758816096971,Rajanpur,124.18,27.57
2009-10,Punjab,Faisalabad Divn.            ,Faisalabad,130,303,33.0,52.0,96.0,861,54,151.0,4690,2.841584158,1.636363636,2.903846154,48.85416667,2009,0.445176646002497,Faisalabad,256.24,27.11
2009-10,Punjab,Faisalabad Divn.            ,Jhang,170,283,66.0,70.0,40.0,772,111,151.0,2016,2.727915194,1.681818182,2.157142857,50.4,2009,0.3962066345081245,Jhang,199.13,27.18
2009-10,Punjab,Gujranwala Divn.     ,Gujranwala,203,234,248.0,0.0,2.0,754,549,0.0,75,3.222222222,2.213709677,0.0,37.5,2009,0.4564755231321632,Gujranwala,438.36,26.05
2009-10,Punjab,Gujranwala Divn.     ,Gujrat,56,143,45.0,0.0,2.0,206,76,0.0,92,1.440559441,1.688888889,0.0,46.0,2009,0.329579143993516,Gujrat,452.68,25.89
2009-10,Punjab,Gujranwala Divn.     ,Hafizabad,49,161,133.0,0.0,6.0,412,277,0.0,214,2.559006211,2.082706767,0.0,35.66666667,2009,0.4520445425028192,Hafizabad,376.29,26.24
2009-10,Punjab,Gujranwala Divn.     ,Mandi BahaudDin,54,135,88.0,2.0,28.0,348,161,3.0,1193,2.577777778,1.829545455,1.5,42.60714286,2009,0.4395919644349041,Mandi Bahauddin,452.68,25.89
2009-10,Punjab,Gujranwala Divn.     ,Narowal,67,167,92.0,0.0,2.0,307,147,0.0,49,1.838323353,1.597826087,0.0,24.5,2009,0.3930460047532418,Narowal,479.41,26.03
2009-10,Punjab,Gujranwala Divn.     ,Sialkot,52,209,171.0,0.0,1.0,454,353,0.0,36,2.172248804,2.064327485,0.0,36.0,2009,0.4262163297100731,Sialkot,497.59,25.93
2009-10,Punjab,Lahore Divn.                                        ,Lahore,72,64,34.0,0.0,0.2,164,63,0.0,17,2.5625,1.852941176,0.0,85.0,2009,0.3756911590025119,Lahore,383.52,26.43
2009-10,Punjab,Lahore Divn.                                        ,Kasur,91,210,90.0,15.0,36.0,570,169,32.0,1821,2.714285714,1.877777778,2.133333333,50.58333333,2009,0.4678826195413696,Kasur,345.08,26.71
2009-10,Punjab,Lahore Divn.                                        ,Nankana Sahib,40,141,102.0,0.0,17.0,374,184,0.0,762,2.65248227,1.803921569,0.0,44.82352941,2009,0.4483153755329547,Nankana Sahib,324.27,26.61
2009-10,Punjab,Lahore Divn.                                        ,Sheikhupura,90,223,206.0,0.0,3.0,558,370,0.0,142,2.502242152,1.796116505,0.0,47.33333333,2009,0.4472150439421386,Sheikhupura,383.52,26.43
2009-10,Punjab,Multan Divn.                                      ,Multan,236,208,14.0,173.0,3.0,520,21,617.0,112,2.5,1.5,3.566473988,37.33333333,2009,0.4248291117538579,Multan,119.59,27.94
2009-10,Punjab,Multan Divn.                                      ,Khanewal,127,242,27.0,188.0,8.0,729,44,604.0,420,3.012396694,1.62962963,3.212765957,52.5,2009,0.4561093517666624,Khanewal,150.03,27.58
2009-10,Punjab,Multan Divn.                                      ,Lodhran,137,204,10.0,200.0,2.0,603,15,743.0,85,2.955882353,1.5,3.715,42.5,2009,0.4512534163670161,Lodhran,134.71,27.97
2009-10,Punjab,Multan Divn.                                      ,Vehari,160,273,27.0,208.0,15.0,788,42,874.0,888,2.886446886,1.555555556,4.201923077,59.2,2009,0.4685248562496493,Vehari,174.51,27.67
2009-10,Punjab,Rawalpindi Divn.                               ,Rawalpindi,14,98,0.0,0.0,0.0,88,0,0.0,0,0.897959184,0.0,0.0,0.0,2009,0.2924458823637256,Rawalpindi,646.94,23.19
2009-10,Punjab,Rawalpindi Divn.                               ,Attock,5,146,0.0,0.0,0.2,143,0,0.0,7,0.979452055,0.0,0.0,35.0,2009,0.2245489150867885,Attock,545.81,23.51
